Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Swank	Keith Roland		C	WA10	2021	6/25/2021	10041080
	Swanson	Michael A.		D	IL18	2021	5/17/2021	40003197
Dr.	Tachon	Teresa		D	FL10	2021	8/5/2021	40003233
	Talley	Rahim D.		A	MS03	2021	10/16/2021	10043900
	Talley	Rahim D.		C	MS03	2021	9/13/2021	10043682
	Talley	Rahim D.		X	MS03	2021	9/13/2021	30015070
	Tanaka	Greg		C	CA18	2021	8/16/2021	10042390
	Tanaka	Greg		D	CA18	2021	4/21/2021	8217988
	Tanaka	Greg		X	CA18	2021	4/15/2021	8217985
	Tarazi	Omar		C	OH15	2021	6/2/2021	10040521
Mr.	Tavarez	Hector		C	NJ02	2021	8/4/2021	8218211
Mr.	Taylor	Kirby Jerome Birgans		C	IL01	2021	4/13/2021	10039720
	Taylor	Priscilla Ann		C	FL20	2021	6/11/2021	10040492
	Ter Maat	Michael		C	FL20	2021	6/29/2021	10041123
Mr.	Thelander	Edwin		X	ME01	2021	10/7/2021	8218392
	Thompson	Charles		C	TX18	2021	5/18/2021	10040538
Mr.	Thompson	Charles W.	III	C	AL05	2021	7/27/2021	10041830
Hon.	Thornberry	Mac		T	TX13	2021	1/5/2021	10039410
	Thripp	Richard		X	FL06	2021	8/18/2021	30015011
	Throneburg	Joshua		X	VA05	2021	8/23/2021	30015055
Hon.	Tipton	Scott R.		T	CO03	2021	2/2/2021	10039504
Mr.	Toomey	Thomas Augustine		C	NJ11	2021	7/27/2021	10041704
	Toomim	Leah Melissa		C	CA00	2021	8/30/2021	10040723
	Toomim	Leah Melissa		X	CA00	2021	6/8/2021	30014935
Hon.	Torres Small	Xochitl		A	NM02	2021	6/19/2021	10040528
Hon.	Torres Small	Xochitl		T	NM02	2021	2/3/2021	10039508
Hon.	Trahan	Lori		P	MA03	2021	7/27/2021	20019067
	Tranel	Monica		C	MT00	2021	8/24/2021	10043575
	Trevino	Ryan		C	TX34	2021	6/15/2021	10040944
	Tucker	Terry		D	TX03	2021	3/31/2021	8217922
	Ulis	Eric		C	AZ06	2021	5/15/2021	10040460
Hon.	Upton	Fred		P	MI06	2021	5/24/2021	8218054
Hon.	Upton	Fred		P	MI06	2021	7/26/2021	8218167
Hon.	Upton	Fred		P	MI06	2021	9/10/2021	8218329
Hon.	Upton	Fred		P	MI06	2021	9/28/2021	8218375
Mr.	Urbina	Angel Salvador		C	FL14	2021	7/8/2021	10041178
	Valdez	Donald		C	CO03	2021	5/14/2021	10040430
Dr.	Van Dam	Richard Jacob		C	KY05	2021	6/24/2021	10040756
Mr.	Van Orden	Derrick F Mr		X	WI03	2021	5/18/2021	30014912
Mr.	Van Orden	Derrick F Mr		X	WI03	2021	7/19/2021	30014982
Mr.	Van Orden	Derrick F.		A	WI03	2021	8/16/2021	10043509
Mr.	Van Orden	Derrick F.		C	WI03	2021	8/12/2021	10040409
	Vanhorn	William		C	FL12	2021	7/5/2021	10041220
	Vargas	Anthony 'Tony'		C	NE02	2021	9/13/2021	10043709
	Vargas	Anthony 'Tony'		X	NE02	2021	9/15/2021	8218353
	Vilela	Amy		C	NV01	2021	5/29/2021	10040708
	Vincent	Sheldon C.	Sr.	C	LA02	2021	5/17/2021	10040477
Hon.	Visclosky	Peter J.		T	IN01	2021	1/25/2021	10039464
	Volotzky	Lucie L.		C	CA30	2021	5/19/2021	8218049
Ms.	Von Krieg	Bianca		X	CA12	2021	6/1/2021	30014928
	Voyles	Susan		D	GA06	2021	10/5/2021	40003258
Mrs.	Voyles	Susan Foster		C	GA06	2021	10/25/2021	10043939
Hon.	Wagner	Ann		P	MO02	2021	3/10/2021	8217886
Hon.	Wagner	Ann		P	MO02	2021	4/9/2021	8217937
Hon.	Wagner	Ann		P	MO02	2021	6/8/2021	8218083
Hon.	Wagner	Ann		P	MO02	2021	7/9/2021	8218144
Hon.	Wagner	Ann		P	MO02	2021	9/3/2021	8218330
	Wagner	Clay		X	MS04	2021	10/13/2021	30015116
	Wajer	Logan Ronald		C	MN01	2021	5/20/2021	10040590
Hon.	Walden	Greg		T	OR02	2021	1/28/2021	10039482
Hon.	Walker	Bradley Mark		T	NC06	2021	5/3/2021	10039473
Hon.	Walker	Bradley Mark		X	NC06	2021	1/26/2021	30011639
	Walker	Iesha Nicole		C	IL07	2021	10/6/2021	10043863
	Walker	Paul D.		C	MO07	2021	10/27/2021	8218415
	Wallace	Larimen T.	II	X	TX10	2021	8/18/2021	30015004
	Walsh	Sara		X	MO04	2021	10/7/2021	8218393
Hon.	Waltz	Michael		P	FL06	2021	7/14/2021	20019072
	Wardynski	Casey		C	AL05	2021	5/29/2021	10040607
	Warner	Jeff		D	MD04	2021	7/6/2021	40003222
	Washington	Felicia Ross		C	OH11	2021	7/14/2021	10041470
Hon.	Wasserman Schultz	Debbie		P	FL23	2021	4/28/2021	20018637
Hon.	Wasserman Schultz	Debbie		P	FL23	2021	7/27/2021	20019167
	Waters	Allen R.		C	RI01	2021	5/19/2021	8218042
Mr.	Waters	Justin James		A	FL03	2021	9/3/2021	10043675
Mr.	Waters	Justin James		C	FL03	2021	9/1/2021	10043652
Hon.	Watkins	Steve Charles	Jr.	T	KS02	2021	5/4/2021	10039457
Hon.	Watkins	Steven Charles	Jr.	X	KS02	2021	1/25/2021	30011637
	Welsh	Eric Michael		X	GA06	2021	9/15/2021	8218354
	West	Charles		C	MO06	2021	5/21/2021	10040596
	West	Mary		X	GA10	2021	8/23/2021	30015056
	Wheeless	Tanya		C	AZ09	2021	9/29/2021	10043728
	Whichard	Taylor Marshall	IV	C	TX08	2021	7/7/2021	10041197
	Wilder	Jeffrey		C	PA11	2021	9/3/2021	10043672
	Wilhelm	Colin		C	CO03	2021	6/1/2021	8218074
	Wilhelm	Colin		X	CO03	2021	6/1/2021	30014921
	Williams	Marsha Viriginia		C	IL16	2021	3/3/2021	10039573
	Williams	Marsha Viriginia		D	IL16	2021	3/4/2021	40003129
Mr.	Williams	Mikal D Dr		C	TX14	2021	10/22/2021	10043927
Mr.	Williamson	W. John		C	AZ06	2021	8/17/2021	10043470
	Wilson	Daniel		C	CA26	2021	1/31/2021	10039491
	Wirth	Claire		A	KY04	2021	5/30/2021	10040721
	Wirth	Claire		C	KY04	2021	5/30/2021	10040718
	Wirth	Claire		D	KY04	2021	4/9/2021	40003152
	Witt	Patrick J.		C	GA10	2021	8/24/2021	10043591
Hon.	Wittman	Robert J.		P	VA01	2021	1/19/2021	20018035
Hon.	Wittman	Robert J.		P	VA01	2021	1/26/2021	20018052
Hon.	Wittman	Robert J.		P	VA01	2021	2/22/2021	20018193
Hon.	Wittman	Robert J.		P	VA01	2021	3/17/2021	20018392
Hon.	Wittman	Robert J.		P	VA01	2021	4/12/2021	20018552
Hon.	Wittman	Robert J.		P	VA01	2021	5/12/2021	20018715
Hon.	Wittman	Robert J.		P	VA01	2021	6/8/2021	20018870
Hon.	Wittman	Robert J.		P	VA01	2021	9/23/2021	20019488
Hon.	Wittman	Robert J.		P	VA01	2021	10/18/2021	20019643
	Wood	Marisa		X	CA23	2021	6/17/2021	30014948
	Wood	Michael A.		C	TX06	2021	4/1/2021	10039685
Hon.	Woodall	Rob		T	GA07	2021	4/19/2021	10039739
	Woods	Marshall J.		D	TX17	2021	5/14/2021	40003189
	Wright	Harrison Gage Woodard		C	AL05	2021	6/5/2021	10040798
	Wright	Susan		C	TX06	2021	3/31/2021	10039656
	Wysocki	Frederick		C	RI01	2021	3/31/2021	10039698
	Yakhour	Wadi		C	WA03	2021	3/21/2021	10039657
Hon.	Yarmuth	John A.		P	KY03	2021	2/19/2021	20018244
Hon.	Yarmuth	John A.		P	KY03	2021	4/21/2021	20018609
Hon.	Yarmuth	John A.		P	KY03	2021	8/11/2021	20019291
Hon.	Yarmuth	John A.		P	KY03	2021	8/11/2021	20019293
Hon.	Yoho	Ted S.		T	FL03	2021	1/29/2021	8217831
Mr.	Young	Geno		D	IL16	2021	5/14/2021	40003194
	Zimmerman	Marina		D	CO03	2021	5/17/2021	40003195
Mr.	Zink	Jeffrey Nelson		C	AZ07	2021	10/5/2021	10043770
	Zinke	Ryan		D	MT00	2021	6/1/2021	40003209
